Unnamed: 0,code,kdj_golden_cross,kdj_death_cross,kdj_oversold,kdj_overbought,bias_golden_cross,bias_death_cross,macd_golden_cross,macd_death_cross,dma_golden_cross,dma_death_cross,boll_high_break,boll_mid_break,boll_low_break,rsi_golden_cross,rsi_death_cross,rsi_oversold,rsi_overbought,sector
1156,CVLT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Technology
1157,CVLY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Financial Services
1158,CVM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
1159,CVNA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
1160,CVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
1161,CVS,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Healthcare
1162,CVV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
1163,CVX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Energy
1164,CW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
1165,CWBC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Financial Services
1166,CWBR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Healthcare
1167,CWCO,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0, Utilities
1168,CWEN,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0, Utilities
1169,CWH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
1170,CWK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1171,CWST,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
1172,CWT,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0, Utilities
1173,CX,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Basic Materials
1174,CXDC,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
1175,CXE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Financial Services
1176,CXH,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
1177,CXW,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,
1178,CYAD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Healthcare
1179,CYAN,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Consumer Defensive
1180,CYBE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
1181,CYBR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Technology
1182,CYCC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Healthcare
1183,CYCCP,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,
1184,CYCN,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Healthcare
1185,CYD,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Industrials
1186,CYH,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Healthcare
1187,CYRN,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,Technology
1188,CYRX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Industrials
1189,CYTK,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
1190,CZNC,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,Financial Services
1191,CZR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
1192,CZWI,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,Financial Services
1193,D,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0, Utilities
1194,DAC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
1195,DAIO,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Technology
1196,DAKT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
1197,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Industrials
1198,DAN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
1199,DAO,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,Consumer Defensive
1200,DAR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Consumer Defensive
1201,DARE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
1202,DAVA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Technology
1203,DB,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Financial Services
1204,DBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
1205,DBI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
1206,DBL,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,
1207,DBVT,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Healthcare
1208,DBX,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Technology
1209,DCF,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
1210,DCI,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
1211,DCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
1212,DCOM,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Financial Services
1213,DCOMP,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,
1214,DCP,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
1215,DCPH,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Healthcare
1216,DCUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1217,DD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Basic Materials
1218,DDD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Technology
1219,DDF,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
1220,DDOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Technology
1221,DDS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
1222,DDT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1223,DE,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Industrials
1224,DEA,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,
1225,DECK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
1226,DEI,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
1227,DELL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
1228,DENN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
1229,DEO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Defensive
1230,DESP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Consumer Cyclical
1231,DEX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
1232,DFFN,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,Healthcare
1233,DFIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Financial Services
1234,DFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1235,DFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
1236,DFVL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
1237,DFVS,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
1238,DG,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Defensive
1239,DGICA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
1240,DGICB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Financial Services
1241,DGII,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
1242,DGLD,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
1243,DGLY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Industrials
1244,DGP,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
1245,DGX,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,Healthcare
1246,DGZ,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,
1247,DHC,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,
1248,DHCNI,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,
1249,DHF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1250,DHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
1251,DHIL,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Financial Services
1252,DHR,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Healthcare
1253,DHT,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Energy
1254,DHX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Industrials
1255,DHY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1256,DIAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1257,DIN,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Consumer Cyclical
1258,DIOD,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
1259,DIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Communication Services
1260,DISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Communication Services
1261,DIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Defensive
1262,DJCI,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
1263,DJCO,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Technology
1264,DJP,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,
1265,DK,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Energy
1266,DKL,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,
1267,DKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
1268,DLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
1269,DLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
1270,DLHC,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Industrials
1271,DLNG,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,
1272,DLPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Communication Services
1273,DLR,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,
1274,DLTH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
1275,DLTR,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,Consumer Defensive
1276,DLX,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Communication Services
1277,DLY,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,
1278,DMAC,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,Healthcare
1279,DMB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
1280,DMF,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,Financial Services
1281,DMLP,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
1282,DMO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
1283,DMRC,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Technology
1284,DMTK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
1285,DNLI,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,Healthcare
1286,DNN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Energy
1287,DNOW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Energy
1288,DNP,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,
1289,DOC,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,
1290,DOCU,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Technology
1291,DOGZ,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Consumer Defensive
1292,DOMO,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,Technology
1293,DOOO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
1294,DOOR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
1295,DORM,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,Consumer Cyclical
1296,DOV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
1297,DOW,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Basic Materials
1298,DOX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
1299,DOYU,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Communication Services
1300,DPG,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
1301,DPZ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
1302,DQ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Technology
1303,DRD,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Basic Materials
1304,DRE,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,
1305,DRH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1306,DRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
1307,DRIO,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Healthcare
1308,DRQ,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,Energy
1309,DRRX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Healthcare
1310,DRTT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Industrials
1311,DRUA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
1312,DS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Consumer Cyclical
1313,DSGX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Technology
1314,DSKE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
1315,DSL,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,
1316,DSLV,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,
1317,DSM,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
1318,DSS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Consumer Cyclical
1319,DSU,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
1320,DSWL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
1321,DSX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
1322,DT,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Technology
1323,DTE,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0, Utilities
1324,DTEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Defensive
1325,DTF,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,Financial Services
1326,DTIL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Healthcare
1327,DTJ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
1328,DTP,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,
1329,DTSS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Technology
1330,DTW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1331,DTY,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,
1332,DUK,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0, Utilities
1333,DUKB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1334,DUKH,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
1335,DUO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
1336,DUOT,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Technology
1337,DVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
1338,DVAX,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Healthcare
1339,DVN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Energy
1340,DWSN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Energy
1341,DX,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,
1342,DXC,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Technology
1343,DXCM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
1344,DXF,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Financial Services
1345,DXLG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
1346,DXPE,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Industrials
1347,DXR,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,Healthcare
1348,DXYN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
1349,DY,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,Industrials
1350,DYAI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
1351,DYNT,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,Healthcare
1352,DZSI,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Technology
1353,DZZ,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
1354,E,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Energy
1355,EA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Communication Services
1356,EAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1357,EAF,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Industrials
1358,EARN,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
1359,EAST,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,Consumer Defensive
1360,EAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
1361,EB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Technology
1362,EBAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
1363,EBF,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
1364,EBIX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
1365,EBMT,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Financial Services
1366,EBR,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0, Utilities
1367,EBS,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,Healthcare
1368,EBTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
1369,EC,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Energy
1370,ECC,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,
1371,ECCY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
1372,ECF,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Financial Services
1373,ECL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Basic Materials
1374,ECOL,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,
1375,ECOM,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Technology
1376,ECOR,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Healthcare
1377,ECPG,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Financial Services
1378,ED,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0, Utilities
1379,EDAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
1380,EDD,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,
1381,EDF,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
1382,EDI,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,
1383,EDIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Healthcare
1384,EDN,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0, Utilities
1385,EDRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
1386,EDSA,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Healthcare
1387,EDU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Defensive
1388,EDUC,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Communication Services
1389,EEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1390,EEFT,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Technology
1391,EEH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1392,EEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Communication Services
1393,EFC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
1394,EFL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1395,EFOI,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
1396,EFR,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Financial Services
1397,EFSC,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Financial Services
1398,EFT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
1399,EFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Industrials
1400,EGAN,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Technology
1401,EGBN,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,Financial Services
1402,EGF,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,
1403,EGHT,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Technology
1404,EGLE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
1405,EGO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Basic Materials
1406,EGP,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
1407,EGRX,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Healthcare
1408,EGY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Energy
1409,EH,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Industrials
1410,EHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
1411,EHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1412,EHTH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
1413,EIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1414,EIG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Financial Services
1415,EIGR,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,Healthcare
1416,EIM,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,
1417,EIX,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0, Utilities
1418,EKSO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Healthcare
1419,EL,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Consumer Defensive
1420,ELA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
1421,ELAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
1422,ELAT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
1423,ELC,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,
1424,ELF,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Consumer Defensive
1425,ELLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Utilities
1426,ELMD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Healthcare
1427,ELOX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Healthcare
1428,ELP,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0, Utilities
1429,ELS,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,
1430,ELSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
1431,ELTK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
1432,ELVT,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Financial Services
1433,ELY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
1434,EMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Technology
1435,EMCF,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Financial Services
1436,EMD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
1437,EME,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
1438,EMF,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
1439,EMKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Technology
1440,EML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Industrials
1441,EMMS,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
1442,EMN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Basic Materials
1443,EMO,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
1444,EMR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
1445,EMX,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,Basic Materials
1446,ENB,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Energy
1447,ENBA,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,
1448,ENDP,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,Healthcare
1449,ENG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Industrials
1450,ENIA,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,
1451,ENIC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, Utilities
1452,ENJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1453,ENLC,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
1454,ENLV,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
1455,ENO,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,
